Commodity Info,Consumption Units,Department,Fiscal Year,Quarter,Consumption,Emissions mtCO2e
Electric,kWh,Recreation and Park Department,2020,Q4,5982.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,5987.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,6019,0
Electric,kWh,Recreation and Park Department,2020,Q4,6078,0
Electric,kWh,Recreation and Park Department,2020,Q4,6217.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,6337,0
Electric,kWh,Recreation and Park Department,2020,Q4,6393.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,6640,0
Electric,kWh,Recreation and Park Department,2020,Q4,6712.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,6730.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,6768,0
Electric,kWh,Recreation and Park Department,2020,Q4,6911.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,7449,0
Electric,kWh,Recreation and Park Department,2020,Q4,7451.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,7462.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,7502.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,7521.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,7808.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,7875.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,7928.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,8010.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,8124.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,8443.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,8991.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,9257.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,9603.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,9669.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,9818.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,9840,0
Electric,kWh,Recreation and Park Department,2020,Q4,9934.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,9978.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,10367.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,10396.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,10537.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,10577,0
Electric,kWh,Recreation and Park Department,2020,Q4,10599.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,10739.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,10758.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,10845,0
Electric,kWh,Recreation and Park Department,2020,Q4,10900.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,10993,0
Electric,kWh,Recreation and Park Department,2020,Q4,10994.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,11142.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,11210.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,11300.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,11420.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,11462.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,11622,0
Electric,kWh,Recreation and Park Department,2020,Q4,11655.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,11878.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,11883.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,11958.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,12136.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,12159.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,12415.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,12637.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,12640,0
Electric,kWh,Recreation and Park Department,2020,Q4,12817.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,12925.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,13127.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,13273.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,13302.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,13311,0
Electric,kWh,Recreation and Park Department,2020,Q4,13491.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,13548,0
Electric,kWh,Recreation and Park Department,2020,Q4,13730.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,13799.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,14135.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,14412,0
Electric,kWh,Recreation and Park Department,2020,Q4,14460.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,14465.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,14607.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,14974.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,15142.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,15222.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,15529,0
Electric,kWh,Recreation and Park Department,2020,Q4,16274.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,17001.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,17242.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,17497.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,18039,0
Electric,kWh,Recreation and Park Department,2020,Q4,18965.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,19041.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,20042.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,20049.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,20939.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,21270.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,21493.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,22334.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,22417.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,22576.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,22578.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,22603.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,22679.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,22686.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,22778,0
Electric,kWh,Recreation and Park Department,2020,Q4,22857.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,23253.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,23334.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,23411.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,23890.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,24464.2,0
Electric,kWh,Recreation and Park Department,2020,Q4,24694.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,25630.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,25695.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,25926.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,26022.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,26825,0
Electric,kWh,Recreation and Park Department,2020,Q4,26885.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,27797.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,27989.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,28416.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,29427.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,29730.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,29916,0
Electric,kWh,Recreation and Park Department,2020,Q4,30862,0
Electric,kWh,Recreation and Park Department,2020,Q4,32440.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,32980.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,34088.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,36994.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,38002.5,0
Electric,kWh,Recreation and Park Department,2020,Q4,38507.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,38681.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,39539.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,39712.3,0
Electric,kWh,Recreation and Park Department,2020,Q4,40043.1,0
Electric,kWh,Recreation and Park Department,2020,Q4,41091.7,0
Electric,kWh,Recreation and Park Department,2020,Q4,42790.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,45631.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,47617,0
Electric,kWh,Recreation and Park Department,2020,Q4,48593.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,51341.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,53057.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,54389.8,0
Electric,kWh,Recreation and Park Department,2020,Q4,56126.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,60569.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,68558.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,71469.6,0
Electric,kWh,Recreation and Park Department,2020,Q4,74717.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,76363.9,0
Electric,kWh,Recreation and Park Department,2020,Q4,76549.4,0
Electric,kWh,Recreation and Park Department,2020,Q4,83496,0
Electric,kWh,Recreation and Park Department,2022,Q4,0,0
Electric,kWh,Recreation and Park Department,2022,Q4,0,0
Electric,kWh,Recreation and Park Department,2022,Q4,0,0
Electric,kWh,Recreation and Park Department,2022,Q4,30.51,0
Electric,kWh,Recreation and Park Department,2022,Q4,32.47,0
Electric,kWh,Recreation and Park Department,2022,Q4,43.93,0
Electric,kWh,Recreation and Park Department,2022,Q4,48.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,81.74,0
Electric,kWh,Recreation and Park Department,2022,Q4,84.67,0
Electric,kWh,Recreation and Park Department,2022,Q4,84.76,0
Electric,kWh,Recreation and Park Department,2022,Q4,87.95,0
Electric,kWh,Recreation and Park Department,2022,Q4,88.83,0
Electric,kWh,Recreation and Park Department,2022,Q4,102.28,0
Electric,kWh,Recreation and Park Department,2022,Q4,106.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,118.17,0
Electric,kWh,Recreation and Park Department,2022,Q4,119.07,0
Electric,kWh,Recreation and Park Department,2022,Q4,123.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,126.99,0
Electric,kWh,Recreation and Park Department,2022,Q4,129.8,0
Electric,kWh,Recreation and Park Department,2022,Q4,134.14,0
Electric,kWh,Recreation and Park Department,2022,Q4,135.66,0
Electric,kWh,Recreation and Park Department,2022,Q4,136.4,0
Electric,kWh,Recreation and Park Department,2022,Q4,136.57,0
Electric,kWh,Recreation and Park Department,2022,Q4,153.36,0
Electric,kWh,Recreation and Park Department,2022,Q4,189.62,0
Electric,kWh,Recreation and Park Department,2022,Q4,193.46,0
Electric,kWh,Recreation and Park Department,2022,Q4,206.35,0
Electric,kWh,Recreation and Park Department,2022,Q4,209.4,0
Electric,kWh,Recreation and Park Department,2022,Q4,210.78,0
Electric,kWh,Recreation and Park Department,2022,Q4,211.6,0
Electric,kWh,Recreation and Park Department,2022,Q4,213.36,0
Electric,kWh,Recreation and Park Department,2022,Q4,214.18,0
Electric,kWh,Recreation and Park Department,2022,Q4,216.46,0
Electric,kWh,Recreation and Park Department,2022,Q4,218.81,0
Electric,kWh,Recreation and Park Department,2022,Q4,234.28,0
Electric,kWh,Recreation and Park Department,2022,Q4,234.31,0
Electric,kWh,Recreation and Park Department,2022,Q4,257.55,0
Electric,kWh,Recreation and Park Department,2022,Q4,271.53,0
Electric,kWh,Recreation and Park Department,2022,Q4,276.98,0
Electric,kWh,Recreation and Park Department,2022,Q4,286.24,0
Electric,kWh,Recreation and Park Department,2022,Q4,316.63,0
Electric,kWh,Recreation and Park Department,2022,Q4,326.01,0
Electric,kWh,Recreation and Park Department,2022,Q4,335.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,339.99,0
Electric,kWh,Recreation and Park Department,2022,Q4,348.73,0
Electric,kWh,Recreation and Park Department,2022,Q4,353.8,0
Electric,kWh,Recreation and Park Department,2022,Q4,354.15,0
Electric,kWh,Recreation and Park Department,2022,Q4,363.06,0
Electric,kWh,Recreation and Park Department,2022,Q4,363.82,0
Electric,kWh,Recreation and Park Department,2022,Q4,364.55,0
Electric,kWh,Recreation and Park Department,2022,Q4,373.49,0
Electric,kWh,Recreation and Park Department,2022,Q4,376.71,0
Electric,kWh,Recreation and Park Department,2022,Q4,379.09,0
Electric,kWh,Recreation and Park Department,2022,Q4,386.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,388.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,448.22,0
Electric,kWh,Recreation and Park Department,2022,Q4,467.65,0
Electric,kWh,Recreation and Park Department,2022,Q4,514.52,0
Electric,kWh,Recreation and Park Department,2022,Q4,529.46,0
Electric,kWh,Recreation and Park Department,2022,Q4,539.07,0
Electric,kWh,Recreation and Park Department,2022,Q4,541.07,0
Electric,kWh,Recreation and Park Department,2022,Q4,543.12,0
Electric,kWh,Recreation and Park Department,2022,Q4,547.63,0
Electric,kWh,Recreation and Park Department,2022,Q4,598.01,0
Electric,kWh,Recreation and Park Department,2022,Q4,602.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,612.64,0
Electric,kWh,Recreation and Park Department,2022,Q4,620.23,0
Electric,kWh,Recreation and Park Department,2022,Q4,652.87,0
Electric,kWh,Recreation and Park Department,2022,Q4,683.09,0
Electric,kWh,Recreation and Park Department,2022,Q4,691.15,0
Electric,kWh,Recreation and Park Department,2022,Q4,762.45,0
Electric,kWh,Recreation and Park Department,2022,Q4,771.83,0
Electric,kWh,Recreation and Park Department,2022,Q4,775.58,0
Electric,kWh,Recreation and Park Department,2022,Q4,776.4,0
Electric,kWh,Recreation and Park Department,2022,Q4,779.04,0
Electric,kWh,Recreation and Park Department,2022,Q4,781.59,0
Electric,kWh,Recreation and Park Department,2022,Q4,784.7,0
Electric,kWh,Recreation and Park Department,2022,Q4,799.97,0
Electric,kWh,Recreation and Park Department,2022,Q4,847.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,852.63,0
Electric,kWh,Recreation and Park Department,2022,Q4,872.97,0
Electric,kWh,Recreation and Park Department,2022,Q4,874.79,0
Electric,kWh,Recreation and Park Department,2022,Q4,880.68,0
Electric,kWh,Recreation and Park Department,2022,Q4,910.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,927.1,0
Electric,kWh,Recreation and Park Department,2022,Q4,984.57,0
Electric,kWh,Recreation and Park Department,2022,Q4,1044.89,0
Electric,kWh,Recreation and Park Department,2022,Q4,1051.22,0
Electric,kWh,Recreation and Park Department,2022,Q4,1111.35,0
Electric,kWh,Recreation and Park Department,2022,Q4,1122.05,0
Electric,kWh,Recreation and Park Department,2022,Q4,1132.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,1153.38,0
Electric,kWh,Recreation and Park Department,2022,Q4,1209.77,0
Electric,kWh,Recreation and Park Department,2022,Q4,1230.02,0
Electric,kWh,Recreation and Park Department,2022,Q4,1274.98,0
Electric,kWh,Recreation and Park Department,2022,Q4,1280.78,0
Electric,kWh,Recreation and Park Department,2022,Q4,1384.94,0
Electric,kWh,Recreation and Park Department,2022,Q4,1398.97,0
Electric,kWh,Recreation and Park Department,2022,Q4,1505.54,0
Electric,kWh,Recreation and Park Department,2022,Q4,1535.87,0
Electric,kWh,Recreation and Park Department,2022,Q4,1553.57,0
Electric,kWh,Recreation and Park Department,2022,Q4,1604.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,1621.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,1633.9,0
Electric,kWh,Recreation and Park Department,2022,Q4,1660.04,0
Electric,kWh,Recreation and Park Department,2022,Q4,1687.24,0
Electric,kWh,Recreation and Park Department,2022,Q4,1694.33,0
Electric,kWh,Recreation and Park Department,2022,Q4,1695.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,1701.48,0
Electric,kWh,Recreation and Park Department,2022,Q4,1707.78,0
Electric,kWh,Recreation and Park Department,2022,Q4,1709.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,1720.15,0
Electric,kWh,Recreation and Park Department,2022,Q4,1739.85,0
Electric,kWh,Recreation and Park Department,2022,Q4,1774.05,0
Electric,kWh,Recreation and Park Department,2022,Q4,1791.84,0
Electric,kWh,Recreation and Park Department,2022,Q4,1812.41,0
Electric,kWh,Recreation and Park Department,2022,Q4,1894.41,0
Electric,kWh,Recreation and Park Department,2022,Q4,1909.65,0
Electric,kWh,Recreation and Park Department,2022,Q4,1944.53,0
Electric,kWh,Recreation and Park Department,2022,Q4,1949.1,0
Electric,kWh,Recreation and Park Department,2022,Q4,2026.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,2027.49,0
Electric,kWh,Recreation and Park Department,2022,Q4,2108.73,0
Electric,kWh,Recreation and Park Department,2022,Q4,2184.08,0
Electric,kWh,Recreation and Park Department,2022,Q4,2210.08,0
Electric,kWh,Recreation and Park Department,2022,Q4,2231.94,0
Electric,kWh,Recreation and Park Department,2022,Q4,2252.25,0
Electric,kWh,Recreation and Park Department,2022,Q4,2252.31,0
Electric,kWh,Recreation and Park Department,2022,Q4,2285.81,0
Electric,kWh,Recreation and Park Department,2022,Q4,2312.51,0
Electric,kWh,Recreation and Park Department,2022,Q4,2389.14,0
Electric,kWh,Recreation and Park Department,2022,Q4,2430.12,0
Electric,kWh,Recreation and Park Department,2022,Q4,2501.74,0
Electric,kWh,Recreation and Park Department,2022,Q4,2540.98,0
Electric,kWh,Recreation and Park Department,2022,Q4,2575.1,0
Electric,kWh,Recreation and Park Department,2022,Q4,2658.18,0
Electric,kWh,Recreation and Park Department,2022,Q4,2747.22,0
Electric,kWh,Recreation and Park Department,2022,Q4,2907.44,0
Electric,kWh,Recreation and Park Department,2022,Q4,2927.72,0
Electric,kWh,Recreation and Park Department,2022,Q4,2990.03,0
Electric,kWh,Recreation and Park Department,2022,Q4,3010.87,0
Electric,kWh,Recreation and Park Department,2022,Q4,3024.29,0
Electric,kWh,Recreation and Park Department,2022,Q4,3024.46,0
Electric,kWh,Recreation and Park Department,2022,Q4,3106.61,0
Electric,kWh,Recreation and Park Department,2022,Q4,3109.45,0
Electric,kWh,Recreation and Park Department,2022,Q4,3224.87,0
Electric,kWh,Recreation and Park Department,2022,Q4,3248.02,0
Electric,kWh,Recreation and Park Department,2022,Q4,3254.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,3371.28,0
Electric,kWh,Recreation and Park Department,2022,Q4,3383.01,0
Electric,kWh,Recreation and Park Department,2022,Q4,3433.06,0
Electric,kWh,Recreation and Park Department,2022,Q4,3639.47,0
Electric,kWh,Recreation and Park Department,2022,Q4,4243.2,0
Electric,kWh,Recreation and Park Department,2022,Q4,4509.1,0
Electric,kWh,Recreation and Park Department,2022,Q4,4536.45,0
Electric,kWh,Recreation and Park Department,2022,Q4,4563.32,0
Electric,kWh,Recreation and Park Department,2022,Q4,4626.68,0
Electric,kWh,Recreation and Park Department,2022,Q4,4693.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,4712,0
Electric,kWh,Recreation and Park Department,2022,Q4,4732.83,0
Electric,kWh,Recreation and Park Department,2022,Q4,4827.29,0
Electric,kWh,Recreation and Park Department,2022,Q4,5068.25,0
Electric,kWh,Recreation and Park Department,2022,Q4,5080.09,0
Electric,kWh,Recreation and Park Department,2022,Q4,5160.34,0
Electric,kWh,Recreation and Park Department,2022,Q4,5302.33,0
Electric,kWh,Recreation and Park Department,2022,Q4,5327.04,0
Electric,kWh,Recreation and Park Department,2022,Q4,5362.85,0
Electric,kWh,Recreation and Park Department,2022,Q4,5455.84,0
Electric,kWh,Recreation and Park Department,2022,Q4,5457.01,0
Electric,kWh,Recreation and Park Department,2022,Q4,5530.66,0
Electric,kWh,Recreation and Park Department,2022,Q4,5609.73,0
Electric,kWh,Recreation and Park Department,2022,Q4,5628.61,0
Electric,kWh,Recreation and Park Department,2022,Q4,5648.04,0
Electric,kWh,Recreation and Park Department,2022,Q4,5672.39,0
Electric,kWh,Recreation and Park Department,2022,Q4,5672.57,0
Electric,kWh,Recreation and Park Department,2022,Q4,5677.05,0
Electric,kWh,Recreation and Park Department,2022,Q4,5706.47,0
Electric,kWh,Recreation and Park Department,2022,Q4,5708.97,0
Electric,kWh,Recreation and Park Department,2022,Q4,5715.03,0
Electric,kWh,Recreation and Park Department,2022,Q4,5804.71,0
Electric,kWh,Recreation and Park Department,2022,Q4,5848.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,5945.53,0
Electric,kWh,Recreation and Park Department,2022,Q4,5963.23,0
Electric,kWh,Recreation and Park Department,2022,Q4,6178.03,0
Electric,kWh,Recreation and Park Department,2022,Q4,6260.06,0
Electric,kWh,Recreation and Park Department,2022,Q4,6326.11,0
Electric,kWh,Recreation and Park Department,2022,Q4,6452.9,0
Electric,kWh,Recreation and Park Department,2022,Q4,6464.33,0
Electric,kWh,Recreation and Park Department,2022,Q4,6526.52,0
Electric,kWh,Recreation and Park Department,2022,Q4,6548.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,6644.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,6659.72,0
Electric,kWh,Recreation and Park Department,2022,Q4,6684.42,0
Electric,kWh,Recreation and Park Department,2022,Q4,6778.65,0
Electric,kWh,Recreation and Park Department,2022,Q4,6854.08,0
Electric,kWh,Recreation and Park Department,2022,Q4,6971.11,0
Electric,kWh,Recreation and Park Department,2022,Q4,7037.28,0
Electric,kWh,Recreation and Park Department,2022,Q4,7038.57,0
Electric,kWh,Recreation and Park Department,2022,Q4,7069.08,0
Electric,kWh,Recreation and Park Department,2022,Q4,7115.21,0
Electric,kWh,Recreation and Park Department,2022,Q4,7298.09,0
Electric,kWh,Recreation and Park Department,2022,Q4,7299.49,0
Electric,kWh,Recreation and Park Department,2022,Q4,7337.59,0
Electric,kWh,Recreation and Park Department,2022,Q4,7350.22,0
Electric,kWh,Recreation and Park Department,2022,Q4,7586.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,7855.92,0
Electric,kWh,Recreation and Park Department,2022,Q4,7928.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,7935.02,0
Electric,kWh,Recreation and Park Department,2022,Q4,8153.15,0
Electric,kWh,Recreation and Park Department,2022,Q4,8369.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,8480.36,0
Electric,kWh,Recreation and Park Department,2022,Q4,8540.3,0
Electric,kWh,Recreation and Park Department,2022,Q4,8598.59,0
Electric,kWh,Recreation and Park Department,2022,Q4,8798.84,0
Electric,kWh,Recreation and Park Department,2022,Q4,9010.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,9021.75,0
Electric,kWh,Recreation and Park Department,2022,Q4,9131.19,0
Electric,kWh,Recreation and Park Department,2022,Q4,9180.92,0
Electric,kWh,Recreation and Park Department,2022,Q4,9249.67,0
Electric,kWh,Recreation and Park Department,2022,Q4,9445.21,0
Electric,kWh,Recreation and Park Department,2022,Q4,9484.83,0
Electric,kWh,Recreation and Park Department,2022,Q4,9709.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,9851.32,0
Electric,kWh,Recreation and Park Department,2022,Q4,9932.06,0
Electric,kWh,Recreation and Park Department,2022,Q4,10082.52,0
Electric,kWh,Recreation and Park Department,2022,Q4,10141.05,0
Electric,kWh,Recreation and Park Department,2022,Q4,10289.52,0
Electric,kWh,Recreation and Park Department,2022,Q4,10334.45,0
Electric,kWh,Recreation and Park Department,2022,Q4,10367.98,0
Electric,kWh,Recreation and Park Department,2022,Q4,10478.14,0
Electric,kWh,Recreation and Park Department,2022,Q4,10538.28,0
Electric,kWh,Recreation and Park Department,2022,Q4,10678.45,0
Electric,kWh,Recreation and Park Department,2022,Q4,10770.51,0
Electric,kWh,Recreation and Park Department,2022,Q4,10832.49,0
Electric,kWh,Recreation and Park Department,2022,Q4,11021.44,0
Electric,kWh,Recreation and Park Department,2022,Q4,11032.78,0
Electric,kWh,Recreation and Park Department,2022,Q4,11064.02,0
Electric,kWh,Recreation and Park Department,2022,Q4,11201.18,0
Electric,kWh,Recreation and Park Department,2022,Q4,11249.59,0
Electric,kWh,Recreation and Park Department,2022,Q4,11264.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,11323.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,11355.16,0
Electric,kWh,Recreation and Park Department,2022,Q4,11618.33,0
Electric,kWh,Recreation and Park Department,2022,Q4,11630.64,0
Electric,kWh,Recreation and Park Department,2022,Q4,11800.92,0
Electric,kWh,Recreation and Park Department,2022,Q4,13876.07,0
Electric,kWh,Recreation and Park Department,2022,Q4,14479.94,0
Electric,kWh,Recreation and Park Department,2022,Q4,16043.62,0
Electric,kWh,Recreation and Park Department,2022,Q4,16477.51,0
Electric,kWh,Recreation and Park Department,2022,Q4,16486.74,0
Electric,kWh,Recreation and Park Department,2022,Q4,16498.79,0
Electric,kWh,Recreation and Park Department,2022,Q4,16816.33,0
Electric,kWh,Recreation and Park Department,2022,Q4,17296.59,0
Electric,kWh,Recreation and Park Department,2022,Q4,17334.27,0
Electric,kWh,Recreation and Park Department,2022,Q4,17497.34,0
Electric,kWh,Recreation and Park Department,2022,Q4,17663.48,0
Electric,kWh,Recreation and Park Department,2022,Q4,18809.92,0
Electric,kWh,Recreation and Park Department,2022,Q4,19015.86,0
Electric,kWh,Recreation and Park Department,2022,Q4,19023.74,0
Electric,kWh,Recreation and Park Department,2022,Q4,19256.5,0
Electric,kWh,Recreation and Park Department,2022,Q4,21548.99,0
Electric,kWh,Recreation and Park Department,2022,Q4,21804.02,0
Electric,kWh,Recreation and Park Department,2022,Q4,22147.91,0
Electric,kWh,Recreation and Park Department,2022,Q4,22427.29,0
Electric,kWh,Recreation and Park Department,2022,Q4,22737.27,0
Electric,kWh,Recreation and Park Department,2022,Q4,23072.9,0
Electric,kWh,Recreation and Park Department,2022,Q4,23148.34,0
Electric,kWh,Recreation and Park Department,2022,Q4,23249.94,0
Electric,kWh,Recreation and Park Department,2022,Q4,23253.31,0
Electric,kWh,Recreation and Park Department,2022,Q4,23967.82,0
Electric,kWh,Recreation and Park Department,2022,Q4,24815.68,0
Electric,kWh,Recreation and Park Department,2022,Q4,25146.14,0
Electric,kWh,Recreation and Park Department,2022,Q4,25627.42,0
Electric,kWh,Recreation and Park Department,2022,Q4,31863.8,0
Electric,kWh,Recreation and Park Department,2022,Q4,33854.98,0
Electric,kWh,Recreation and Park Department,2022,Q4,34084.43,0
Electric,kWh,Recreation and Park Department,2022,Q4,39115.08,0
Electric,kWh,Recreation and Park Department,2022,Q4,40002.97,0
Electric,kWh,Recreation and Park Department,2022,Q4,40686.62,0
Electric,kWh,Recreation and Park Department,2022,Q4,41295.88,0
Electric,kWh,Recreation and Park Department,2022,Q4,43103.11,0
Electric,kWh,Recreation and Park Department,2022,Q4,44592.35,0
Electric,kWh,Recreation and Park Department,2022,Q4,49979.58,0
Electric,kWh,Recreation and Park Department,2022,Q4,56922.34,0
Electric,kWh,Recreation and Park Department,2022,Q4,58617.82,0
Electric,kWh,Recreation and Park Department,2022,Q4,59403.07,0
Electric,kWh,Recreation and Park Department,2022,Q4,59883.56,0
Electric,kWh,Recreation and Park Department,2022,Q4,61874.01,0
Electric,kWh,Recreation and Park Department,2022,Q4,62394.27,0
Electric,kWh,Recreation and Park Department,2022,Q4,64071.49,0
Electric,kWh,Recreation and Park Department,2022,Q4,67565.75,0
Electric,kWh,Recreation and Park Department,2022,Q4,160482.79,0
Electric,kWh,Recreation and Park Department,2022,Q4,165079.05,0
Electric,kWh,Recreation and Park Department,2022,Q4,165581.81,0
Digester Gas Delivered,MMBTU,Public Utilities Commission,2020,Q4,0,0
Digester Gas Delivered,MMBTU,Public Utilities Commission,2020,Q4,0,0
Digester Gas Delivered,MMBTU,Public Utilities Commission,2020,Q4,0,0
